xcoord,ycoord
-74.0729232,4.5943141
-74.0729232,4.5943141
-74.0729232,4.5943141
-74.0728477,4.5931028
-74.0726903,4.5932075
-74.0726903,4.5932075
-74.0726903,4.5932075
-74.0726245,4.5930211
-74.0724644,4.5929429
-74.071987,4.5936916
-74.071987,4.5936916
-74.071987,4.5936916
-74.071987,4.5936916
-74.071987,4.5936916
-74.071987,4.5936916
-74.0736732,4.5927684
-74.0736732,4.5927684
-74.0736332,4.5918415
-74.0735882,4.5933703
-74.0735882,4.5933703
-74.0734383,4.5933626
-74.0734383,4.5933626
-74.0734166,4.5917328
-74.0733867,4.5933246
-74.0733867,4.5933246
-74.0731143,4.5915811
-74.073035,4.592325
-74.073035,4.592325
-74.0728477,4.5931028
-74.0727334,4.5921246
-74.0726903,4.5932075
-74.0726903,4.5932075
-74.0726903,4.5932075
-74.0726903,4.5932075
-74.0726903,4.5932075
-74.0726903,4.5932075
-74.0726903,4.5932075
-74.0726903,4.5932075
-74.0726903,4.5932075
-74.0726245,4.5930211
-74.0725661,4.5927381
-74.0725661,4.5927381
-74.0725661,4.5927381
-74.0725661,4.5927381
-74.0725661,4.5927381
-74.0725661,4.5927381
-74.0725509,4.5927686
-74.0725509,4.5927686
-74.0734166,4.5917328
-74.0731143,4.5915811
-74.0736332,4.5918415
-74.0727334,4.5921246
-74.0763283,4.5903399
-74.0763283,4.5903399
-74.0753962,4.5898476
-74.0755599,4.5899285
-74.0755599,4.5899285
-74.0763283,4.5903399
-74.0763283,4.5903399
-74.0763283,4.5903399
-74.0763283,4.5903399
-74.0753962,4.5898476
-74.0687793,4.5910349
-74.0687793,4.5910349
-74.0685808,4.5912029
-74.0685808,4.5912029
-74.0683466,4.5925973
-74.0683466,4.5925973
-74.0682785,4.5910725
-74.0682785,4.5910725
-74.068182,4.592325
-74.068182,4.592325
-74.0721431,4.5926682
-74.0721093569948,4.5922164626943
-74.0720991,4.5922091
-74.0719605,4.5924583
-74.0719417643859,4.59243649516137
-74.0718802,4.5925417
-74.071843,4.5923236
-74.071843,4.5923236
-74.0716114,4.5919272
-74.0715141,4.5925479
-74.0713987,4.5913805
-74.0713987,4.5913805
-74.0712836,4.5915784
-74.07116,4.5917864
-74.07116,4.5917864
-74.0708318,4.5917187
-74.0708318,4.5917187
-74.0708318,4.5917187
-74.0708318,4.5917187
-74.0715141,4.5925479
-74.0718295,4.5916748
-74.0718295,4.5916748
-74.0716114,4.5919272
-74.0718893,4.5925054
-74.0718887,4.5925328
-74.0718802,4.5925417
-74.0719605,4.5924583
-74.0718887,4.5925328
-74.072095,4.5925414
-74.0721311,4.5924459
-74.0721431,4.5926682
-74.072095,4.5925414
-74.0721296,4.5921704
-74.0721296,4.5921704
-74.0720991,4.5922091
-74.072039,4.5923725
-74.0720195,4.5923344
-74.0720083287997,4.59234907185287
-74.072039,4.5923725
-74.0721311,4.5924459
-74.0720195,4.5923344
-74.0720083287997,4.59234907185287
-74.0721093569948,4.5922164626943
-74.0719417643859,4.59243649516137
-74.0718893,4.5925054
-74.0708318,4.5917187
-74.0708318,4.5917187
-74.0707383,4.5912518
-74.0707383,4.5912518
-74.0707383,4.5912518
-74.0707383,4.5912518
-74.0707383,4.5912518
-74.0707383,4.5912518
-74.0695638,4.5913206
-74.0695638,4.5913206
-74.0694622,4.5913669
-74.0694622,4.5913669
-74.0694622,4.5913669
-74.0694622,4.5913669
-74.0694622,4.5913669
-74.0694622,4.5913669
-74.0696546,4.5913766
-74.0696546,4.5913766
-74.0705973,4.591529
-74.0705973,4.591529
-74.0705973,4.591529
-74.0705973,4.591529
-74.0705973,4.591529
-74.0705973,4.591529
-74.0750619,4.5909167
-74.0750619,4.5909167
-74.0749771,4.5925399
-74.0747888,4.5928867
-74.074598,4.5907319
-74.074598,4.5907319
-74.0742947,4.5906111
-74.0742947,4.5906111
-74.0742947,4.5906111
-74.0742947,4.5906111
-74.0742947,4.5906111
-74.0742947,4.5906111
-74.0742947,4.5906111
-74.0742947,4.5906111
-74.0742947,4.5906111
-74.074186,4.591852
-74.0740801,4.5920658
-74.0740439,4.5915027
-74.0754669,4.593285
-74.0756706,4.5934003
-74.0747888,4.5928867
-74.0756706,4.5934003
-74.074186,4.591852
-74.0740439,4.5915027
-74.0740801,4.5920658
-74.0749771,4.5925399
-74.0742947,4.5906111
-74.0742947,4.5906111
-74.0742947,4.5906111
-74.0754669,4.593285
-74.0724912,4.5928889
-74.0724912,4.5928889
-74.0724644,4.5929429
-74.0724322,4.5925727
-74.0723172,4.5924235
-74.0723172,4.5924235
-74.0722339,4.5924147
-74.0722339,4.5924147
-74.0712836,4.5915784
-74.0711935,4.5929907
-74.0711935,4.5929907
-74.0711935,4.5929907
-74.0711935,4.5929907
-74.0711935,4.5929907
-74.0711935,4.5929907
-74.0709091,4.5934265
-74.0709091,4.5934265
-74.0709091,4.5934265
-74.0709091,4.5934265
-74.0711935,4.5929907
-74.0711935,4.5929907
-74.0711935,4.5929907
-74.0724322,4.5925727
-74.0721459,4.5921685
-74.0721393165109,4.59217714082944
-74.0721487,4.5921462
-74.0721487,4.5921462
-74.0721459,4.5921685
-74.0721393165109,4.59217714082944
-74.0711935,4.5929907
-74.0711935,4.5929907
-74.0711935,4.5929907
-74.0753086,4.5940637
-74.0752731,4.5940463
-74.0752632,4.594147
-74.0752632,4.594147
-74.0752367,4.5941956
-74.0752276,4.5941293
-74.0752276,4.5941293
-74.0750968,4.5944664
-74.0750968,4.5944664
-74.0750968,4.5944664
-74.0746606,4.5940523
-74.0746606,4.5940523
-74.0746,4.595374
-74.0742167,4.5938638
-74.0742167,4.5938638
-74.0742167,4.5938638
-74.0742167,4.5938638
-74.0741813,4.5939356
-74.0741813,4.5939356
-74.0741847,4.593849
-74.0741847,4.593849
-74.0741507,4.5939209
-74.0741507,4.5939209
-74.0741408,4.5940328
-74.0741408,4.5940328
-74.0737273,4.5948279
-74.0737273,4.5948279
-74.0737273,4.5948279
-74.0737273,4.5948279
-74.0737273,4.5948279
-74.0737273,4.5948279
-74.0737273,4.5948279
-74.0737273,4.5948279
-74.0737273,4.5948279
-74.0737273,4.5948279
-74.0750968,4.5944664
-74.0750968,4.5944664
-74.0752367,4.5941956
-74.0750968,4.5944664
-74.0742167,4.5938638
-74.0752731,4.5940463
-74.0753086,4.5940637
-74.0742167,4.5938638
-74.0737905,4.5899227
-74.0737905,4.5899227
-74.0737905,4.5899227
-74.0737905,4.5899227
-74.0746474,4.5900054
-74.0742037,4.5900437
-74.0743223,4.5900869
-74.0738987,4.590117
-74.0738987,4.590117
-74.0734851,4.5901482
-74.0734851,4.5901482
-74.0736808,4.5901537
-74.0738132,4.5902183
-74.0735123,4.5902328
-74.0736505,4.5902347
-74.0735602,4.5904453
-74.0735602,4.5904453
-74.0736026,4.5905203
-74.0736026,4.5905203
-74.0736026,4.5905203
-74.0736026,4.5905203
-74.0736026,4.5905203
-74.0736026,4.5905203
-74.073371,4.5899616
-74.0733855,4.5901335
-74.073371,4.5899616
-74.0734349,4.5902237
-74.0734349,4.5902237
-74.0742037,4.5900437
-74.0736808,4.5901537
-74.0737905,4.5899227
-74.0737905,4.5899227
-74.073815,4.589871
-74.073815,4.589871
-74.0743223,4.5900869
-74.0735123,4.5902328
-74.0746474,4.5900054
-74.0736505,4.5902347
-74.0738132,4.5902183
-74.0709091,4.5934265
-74.0709091,4.5934265
-74.0700958,4.5937173
-74.0700958,4.5937173
-74.0700958,4.5937173
-74.0700958,4.5937173
-74.0700958,4.5937173
-74.0700958,4.5937173
-74.0697816,4.5929796
-74.0697816,4.5929796
-74.0697816,4.5929796
-74.0697816,4.5929796
-74.0697816,4.5929796
-74.0697816,4.5929796
-74.0696454,4.5934992
-74.0696454,4.5934992
-74.0696454,4.5934992
-74.0696454,4.5934992
-74.0696454,4.5934992
-74.0696454,4.5934992
-74.0734349,4.5902237
-74.0734349,4.5902237
-74.0734089,4.5909411
-74.0734089,4.5909411
-74.0733855,4.5901335
-74.0732961,4.5911861
-74.0732961,4.5911861
-74.0729369,4.5900512
-74.0727316,4.590663
-74.0727316,4.590663
-74.0725127,4.5913196
-74.0725127,4.5913196
-74.0725127,4.5913196
-74.0725127,4.5913196
-74.0725127,4.5913196
-74.0725127,4.5913196
-74.0725127,4.5913196
-74.0725127,4.5913196
-74.0725127,4.5913196
-74.0725127,4.5913196
-74.0725127,4.5913196
-74.0725127,4.5913196
-74.0734349,4.5902237
-74.0729369,4.5900512
-74.0734349,4.5902237
-74.0705431,4.5939867
-74.0705431,4.5939867
-74.0700898,4.5953595
-74.0697184,4.5959418
-74.0697184,4.5959418
-74.0697184,4.5959418
-74.0697184,4.5959418
-74.0703489,4.5963294
-74.0703489,4.5963294
-74.0691364,4.5965979
-74.0691364,4.5965979
-74.0697184,4.5959418
-74.0697184,4.5959418
-74.0700898,4.5953595
-74.0690233,4.5956123
-74.0690233,4.5956123
-74.0697034,4.5946446
-74.0698035,4.5944906
-74.0694219,4.5944658
-74.0694219,4.5944658
-74.0694219,4.5944658
-74.0694219,4.5944658
-74.0694219,4.5944658
-74.0694219,4.5944658
-74.0714486,4.5945587
-74.0714486,4.5945587
-74.0714486,4.5945587
-74.0714486,4.5945587
-74.0714486,4.5945587
-74.0714486,4.5945587
-74.0697034,4.5946446
-74.0718445,4.5960523
-74.0718445,4.5960523
-74.0718445,4.5960523
-74.0698869,4.5952072
-74.0699998,4.595274
-74.0698869,4.5952072
-74.0699998,4.595274
-74.0690693,4.5952221
-74.0690693,4.5952221
-74.0693255,4.5944139
-74.0708809,4.5954623
-74.0708809,4.5954623
-74.0693255,4.5944139
-74.069966,4.5952541
-74.069966,4.5952541
-74.0698035,4.5944906
-74.0733269,4.5935522
-74.0733269,4.5935522
-74.0732742,4.5935223
-74.0732742,4.5935223
-74.0684324,4.5955723
-74.0684324,4.5955723
-74.0684324,4.5955723
-74.0684324,4.5955723
-74.0683296,4.5955688
-74.0683296,4.5955688
-74.0683162,4.5935509
-74.0682236,4.5936012
-74.0675697,4.5954314
-74.0675697,4.5954314
-74.0675387,4.5956037
-74.0674915,4.5954376
-74.0674915,4.5954376
-74.0674915,4.5954376
-74.0674915,4.5954376
-74.0680396,4.5940923
-74.0680396,4.5940923
-74.0683162,4.5935509
-74.0674915,4.5954376
-74.0674915,4.5954376
-74.0675387,4.5956037
-74.0676369,4.5949061
-74.0676369,4.5949061
-74.0680396,4.5940923
-74.0680396,4.5940923
-74.0682236,4.5936012
-74.0680396,4.5940923
-74.0680396,4.5940923
-74.0688253,4.5948553
-74.0688253,4.5948553
-74.0786919,4.596689
-74.0786919,4.596689
-74.0786919,4.596689
-74.0750968,4.5944664
-74.0750968,4.5944664
-74.0750968,4.5944664
-74.0750968,4.5944664
-74.0750968,4.5944664
-74.0750968,4.5944664
-74.0781411,4.5976171
-74.0781411,4.5976171
-74.0781411,4.5976171
-74.0783856,4.597206
-74.0749804,4.5968062
-74.0741191,4.5962769
-74.0741191,4.5962769
-74.0749804,4.5968062
-74.0749804,4.5968062
-74.0746,4.595374
-74.0782034,4.5963998
-74.0723951,4.5951715
-74.0723951,4.5951715
-74.0723951,4.5951715
-74.0723951,4.5951715
-74.0723951,4.5951715
-74.0723951,4.5951715
-74.0723951,4.5951715
-74.0723951,4.5951715
-74.0723951,4.5951715
-74.0723951,4.5951715
-74.0723951,4.5951715
-74.0723951,4.5951715
-74.0737273,4.5948279
-74.0737273,4.5948279
-74.0754726,4.5959305
-74.0754726,4.5959305
-74.0732379,4.5957107
-74.0732379,4.5957107
-74.0732379,4.5957107
-74.0732379,4.5957107
-74.0732379,4.5957107
-74.0732379,4.5957107
-74.0732379,4.5957107
-74.0732379,4.5957107
-74.0732379,4.5957107
-74.0716909,4.5896404
-74.0716909,4.5896404
-74.071539,4.5897881
-74.0714385,4.5898236
-74.0714385,4.5898236
-74.0714385,4.5898236
-74.0714385,4.5898236
-74.0714385,4.5898236
-74.0714385,4.5898236
-74.0714385,4.5898236
-74.0714385,4.5898236
-74.0714385,4.5898236
-74.0714385,4.5898236
-74.0714385,4.5898236
-74.0714385,4.5898236
-74.071539,4.5897881
-74.070458,4.5918005
-74.0702871,4.5921381
-74.0702871,4.5921381
-74.0702871,4.5921381
-74.0702871,4.5921381
-74.070458,4.5918005
-74.070458,4.5918005
-74.0702871,4.5921381
-74.0702871,4.5921381
-74.070458,4.5918005
-74.0702871,4.5921381
-74.0702871,4.5921381
-74.0702871,4.5921381
-74.0702871,4.5921381
-74.0702871,4.5921381
-74.0702871,4.5921381
-74.070458,4.5918005
-74.070458,4.5918005
-74.070458,4.5918005
-74.070458,4.5918005
-74.070458,4.5918005
-74.070458,4.5918005
-74.070211,4.592071
-74.0703119,4.5918656
-74.0703119,4.5918656
-74.070211,4.592071
-74.070211,4.592071
-74.070211,4.592071
-74.070211,4.592071
-74.070211,4.592071
-74.070211,4.592071
-74.070211,4.592071
-74.070211,4.592071
-74.070211,4.592071
-74.070211,4.592071
-74.070211,4.592071
-74.0703119,4.5918656
-74.0703119,4.5918656
-74.0703119,4.5918656
-74.0703119,4.5918656
-74.0703917,4.5919356
-74.0703917,4.5919356
-74.0703917,4.5919356
-74.0703917,4.5919356
-74.0703917,4.5919356
-74.0703917,4.5919356
-74.070458,4.5918005
-74.070458,4.5918005
-74.0695268,4.5928529
-74.0695268,4.5928529
-74.069497,4.593584
-74.0693523,4.5939179
-74.0693523,4.5939179
-74.0692608,4.5939503
-74.0692608,4.5939503
-74.0692323,4.5938606
-74.0692323,4.5938606
-74.069194,4.5926811
-74.069194,4.5926811
-74.069194,4.5926811
-74.069194,4.5926811
-74.069194,4.5926811
-74.069194,4.5926811
-74.06919,4.593481
-74.06919,4.593481
-74.0690665,4.5933958
-74.0690665,4.5933958
-74.0690093,4.5938086
-74.0690093,4.5938086
-74.0689327,4.5932169
-74.0689327,4.5932169
-74.0689327,4.5932169
-74.0689327,4.5932169
-74.0689327,4.5932169
-74.0689327,4.5932169
-74.0688514,4.5930035
-74.0688514,4.5930035
-74.0685635,4.594105
-74.0683883,4.5935041
-74.0683883,4.5935041
-74.069497,4.593584
-74.0722766,4.5904762
-74.0722766,4.5904762
-74.0722288,4.5912127
-74.0722288,4.5912127
-74.0720348,4.591132
-74.0720348,4.591132
-74.0718948,4.5903197
-74.0718948,4.5903197
-74.0718948,4.5903197
-74.0718948,4.5903197
-74.0718948,4.5903197
-74.0718948,4.5903197
-74.0716513,4.5909724
-74.0716513,4.5909724
-74.071594,4.5909473
-74.071594,4.5909473
-74.0712726,4.5902695
-74.0712726,4.5902695
-74.0710682,4.5907167
-74.0710682,4.5907167
-74.0709197,4.5910892
-74.0709197,4.5910892
-74.0708521,4.5910481
-74.0708521,4.5910481
-74.0612305,4.6013172
-74.0601612,4.6016439
-74.0601612,4.6016439
-74.0599901376915,4.60182626791116
-74.0600126755049,4.60217916272635
-74.0600126755049,4.60217916272635
-74.0602508,4.6022796
-74.0609229,4.6020977
-74.0612305,4.6013172
-74.0601966,4.6018988
-74.0602508,4.6022796
-74.0599901376915,4.60182626791116
-74.0609229,4.6020977
-74.0601966,4.6018988
-74.059499,4.6014482
-74.059499,4.6014482
-74.0702338,4.6005595
-74.0650355,4.6007579
-74.0640505,4.6008933
-74.0642611,4.6007464
-74.0650355,4.6007579
-74.0701605,4.6007099
-74.0679007,4.600111
-74.0650857,4.6006798
-74.0638824,4.6002794
-74.0638824,4.6002794
-74.0638824,4.6002794
-74.0638824,4.6002794
-74.0637869,4.6008807
-74.0652904,4.6004105
-74.0677253,4.5995742
-74.0650737,4.6003643
-74.0650737,4.6003643
-74.0650737,4.6003643
-74.0650737,4.6003643
-74.0653761,4.6002255
-74.0652904,4.6004105
-74.0650737,4.6003643
-74.0650737,4.6003643
-74.0653761,4.6002255
-74.0650857,4.6006798
-74.0702085,4.6006115
-74.0702085,4.6006115
-74.0696522,4.5994952
-74.0814099277995,4.59455371788706
-74.0814099277995,4.59455371788706
-74.081354,4.5943775
-74.0813456516882,4.59450916526773
-74.0813307948858,4.59467432385401
-74.0813307948858,4.59467432385401
-74.0812973173379,4.59445819744352
-74.0812973173379,4.59445819744352
-74.0812756737386,4.59439561431998
-74.0812536598232,4.59476318763006
-74.0812536598232,4.59476318763006
-74.0812603503109,4.59429795444627
-74.0812534116455,4.59476108897226
-74.0812534116455,4.59476108897226
-74.0812515,4.5947631
-74.0812515,4.5947631
-74.0812401373609,4.5946488379868
-74.0812426396349,4.59466999790154
-74.0812426396349,4.59466999790154
-74.0812168771804,4.59456435925926
-74.0812168771804,4.59456435925926
-74.0812156,4.5946719
-74.0811974958712,4.59477532487794
-74.0712552,4.5969191
-74.0712552,4.5969191
-74.0712552,4.5969191
-74.0712552,4.5969191
-74.0712552,4.5969191
-74.0712552,4.5969191
-74.0696953,4.5969263
-74.0696953,4.5969263
-74.069803,4.5970129
-74.069803,4.5970129
-74.0698723,4.5970675
-74.0698723,4.5970675
-74.0694657,4.5972706
-74.0694657,4.5972706
-74.0648997,4.5973027
-74.071872,4.5973036
-74.0721538,4.5974792
-74.0692902,4.5975861
-74.0695166,4.5972848
-74.0694657,4.5972706
-74.0697471,4.5972788
-74.0694657,4.5972706
-74.0697471,4.5972788
-74.0681417,4.596916
-74.0681417,4.596916
-74.0648997,4.5973027
-74.0649439,4.6001257
-74.0649439,4.6001257
-74.0633501,4.6004911
-74.0633501,4.6004911
-74.0637555,4.6006847
-74.0637555,4.6006847
-74.0643501,4.6007162
-74.0643501,4.6007162
-74.0640134,4.6007459
-74.0640134,4.6007459
-74.0642611,4.6007464
-74.0641518,4.6007825
-74.0641518,4.6007825
-74.0641518,4.6007825
-74.0641518,4.6007825
-74.0650068,4.6008027
-74.0650068,4.6008027
-74.0640340901418,4.600814177468
-74.064044,4.6008615
-74.064044,4.6008615
-74.0640505,4.6008933
-74.0758507,4.6005716
-74.075423,4.6000352
-74.0744488,4.5977119
-74.0744488,4.5977119
-74.0744488,4.5977119
-74.0753947,4.5983012
-74.0745791,4.5995704
-74.0743099,4.6000151
-74.0754086,4.598344
-74.074817,4.5991909
-74.073771,4.6009003
-74.0734191,4.6014197
-74.0734497,4.6013811
-74.0710627,4.6004379
-74.0696522,4.5994952
-74.0702085,4.6006115
-74.069504,4.60064
-74.0688419,4.6007917
-74.0702085,4.6006115
-74.0688419,4.6007917
-74.0688419,4.6007917
-74.0696522,4.5994952
-74.0704776,4.6001198
-74.0696522,4.5994952
-74.0680899,4.601161
-74.0680082,4.6012476
-74.0680082,4.6012476
-74.0679251,4.6013357
-74.0679251,4.6013357
-74.0676185,4.6008837
-74.0675523,4.6009881
-74.0675523,4.6009881
-74.0674814,4.6010999
-74.0674814,4.6010999
-74.0674011,4.5993404
-74.0674011,4.5993404
-74.065517,4.5997096
-74.0652968,4.5999164
-74.0651883,4.6005199
-74.0651883,4.6005199
-74.0651584,4.6005665
-74.0653425,4.6008739
-74.0652735,4.6002679
-74.0652735,4.6002679
-74.0651584,4.6005665
-74.0681417,4.596916
-74.0681417,4.596916
-74.066024,4.5981823
-74.0671977,4.5977109
-74.066024,4.5981823
-74.0652968,4.5999164
-74.065517,4.5997096
-74.0692485,4.5965936
-74.0692485,4.5965936
-74.0674032,4.5974043
-74.0673012,4.5971409
-74.0671977,4.5977109
-74.0674032,4.5974043
-74.0634475,4.6021648
-74.0634475,4.6021648
-74.0634475,4.6021648
-74.062509,4.6023184
-74.062139,4.6031616
-74.062139,4.6031616
-74.0633477,4.603199
-74.0806004,4.5957131
-74.0806004,4.5957131
-74.0805373,4.5957152
-74.0805373,4.5957152
-74.0803719,4.5959714
-74.0804186,4.5959983
-74.0796342,4.5972466
-74.0804186,4.5959983
-74.0803719,4.5959714
-74.0761424,4.598812
-74.0761424,4.598812
-74.076547,4.6020436
-74.076547,4.6020436
-74.076547,4.6020436
-74.076547,4.6020436
-74.0777477,4.600497
-74.0777477,4.600497
-74.0776075,4.6007033
-74.0776075,4.6007033
-74.0774870863902,4.6008860230374
-74.0773727,4.6010596
-74.0773727,4.6010596
-74.0773601,4.6007792
-74.0773474914728,4.60079991436789
-74.0772429,4.6012487
-74.0772429,4.6012487
-74.0769497,4.6016917
-74.076811,4.6016401
-74.076658,4.6018634
-74.0759658,4.6003597
-74.0779072,4.600239
-74.0702085,4.6006115
-74.0704776,4.6001198
-74.0706616,4.5998594
-74.0707699,4.5996908
-74.0702338,4.6005595
-74.0704244,4.6001988
-74.0702085,4.6006115
-74.0719907,4.5997634
-74.0719907,4.5997634
-74.0716006,4.5995104
-74.0719907,4.5997634
-74.071562,4.5994853
-74.0790424,4.5961341
-74.0790401,4.5981821
-74.078477,4.5990572
-74.0782777,4.5993641
-74.0782034,4.5963998
-74.0780131,4.5998597
-74.0780131,4.5998597
-74.0779804,4.599836
-74.0779804,4.599836
-74.0778842,4.5999516
-74.0791488,4.596255
-74.0792294,4.5961836
-74.0791488,4.596255
-74.0792294,4.5961836
-74.0791691,4.5962115
-74.0790424,4.5961341
-74.0791691,4.5962115
-74.0732379,4.5957107
-74.0732379,4.5957107
-74.0732379,4.5957107
-74.0727058,4.5966024
-74.0721538,4.5974792
-74.0721253,4.5985628
-74.0716608,4.5982573
-74.0707877,4.597664
-74.0707877,4.597664
-74.0707877,4.597664
-74.0707877,4.597664
-74.0707877,4.597664
-74.0707877,4.597664
-74.079394,4.5964044
-74.0794605,4.5962989
-74.0766872,4.5978945
-74.0766872,4.5978945
-74.079394,4.5964044
-74.0718445,4.5960523
-74.0718445,4.5960523
-74.0718445,4.5960523
-74.0701958,4.598601
-74.0701958,4.598601
-74.0701958,4.598601
-74.0701958,4.598601
-74.0701958,4.598601
-74.0701958,4.598601
-74.0697471,4.5972788
-74.0697471,4.5972788
-74.0695228,4.5982116
-74.0695228,4.5982116
-74.0695228,4.5982116
-74.0695228,4.5982116
-74.0695228,4.5982116
-74.0695228,4.5982116
-74.0695166,4.5972848
-74.0694657,4.5972706
-74.0694657,4.5972706
-74.0692902,4.5975861
-74.0690644,4.5979979
-74.0690644,4.5979979
-74.0690644,4.5979979
-74.0690644,4.5979979
-74.0687541,4.5973045
-74.0687541,4.5973045
-74.0685253,4.5978591
-74.0685253,4.5978591
-74.0685253,4.5978591
-74.0685253,4.5978591
-74.0684294,4.5978788
-74.0684294,4.5978788
-74.0684294,4.5978788
-74.0684294,4.5978788
-74.0681805,4.5985312
-74.0680508,4.59853
-74.0678993,4.5980983
-74.0710937,4.599182
-74.0713938,4.5986927
-74.0701958,4.598601
-74.0701958,4.598601
-74.0703647,4.5987089
-74.0701958,4.598601
-74.0686517,4.5963679
