xcoord,ycoord
-74.0706616,4.5998594
-74.0706382,4.5998424
-74.0706382,4.5998424
-74.0705715,4.5997939
-74.0705715,4.5997939
-74.0658968,4.6004474
-74.0654546,4.6005506
-74.0654546,4.6005506
-74.0658929,4.6008905
-74.0658929,4.6008905
-74.0666489,4.6009067
-74.0666489,4.6009067
-74.0655684,4.6009718
-74.0657448,4.6010097
